source_gene,gene_name
Gene::84524,ZC3H8
Gene::57122,NUP107
Gene::7520,XRCC5
Gene::6747,SSR3
Gene::84920,ALG10
Gene::254910,LCE5A
Gene::1595,CYP51A1
Gene::10296,MAEA
Gene::57595,PDZD4
Gene::221443,OARD1
Gene::80772,CPTP
Gene::25816,TNFAIP8
Gene::2572,GAD2
Gene::50840,TAS2R14
Gene::377677,CA13
Gene::4144,MAT2A
Gene::5268,SERPINB5
Gene::51663,ZFR
Gene::3855,KRT7
Gene::79648,MCPH1
Gene::22875,ENPP4
Gene::126306,JSRP1
Gene::1363,CPE
Gene::26147,PHF19
Gene::23,ABCF1
Gene::55652,SLC48A1
Gene::9929,JOSD1
Gene::2060,EPS15
Gene::11020,IFT27
Gene::775,CACNA1C
Gene::8554,PIAS1
Gene::84135,UTP15
Gene::29127,RACGAP1
Gene::28514,DLL1
Gene::6932,TCF7
Gene::23468,CBX5
Gene::27235,COQ2
Gene::22835,ZFP30
Gene::6375,XCL1
Gene::6483,ST3GAL2
Gene::10443,N4BP2L2
Gene::23708,GSPT2
Gene::54517,PUS7
Gene::8604,SLC25A12
Gene::113457,TUBA3D
Gene::727837,SSX2B
Gene::2906,GRIN2D
Gene::282763,OR51B5
Gene::122616,CLBA1
Gene::1545,CYP1B1
Gene::170591,S100Z
Gene::130507,UBR3
Gene::648,BMI1
Gene::6659,SOX4
Gene::50831,TAS2R3
Gene::30001,ERO1A
Gene::2318,FLNC
Gene::4729,NDUFV2
Gene::203259,FAM219A
Gene::83481,EPPK1
Gene::3178,HNRNPA1
Gene::8565,YARS1
Gene::6464,SHC1
Gene::286464,CFAP47
Gene::63892,THADA
Gene::85463,ZC3H12C
Gene::3155,HMGCL
Gene::64983,MRPL32
Gene::8504,PEX3
Gene::254268,AKNAD1
Gene::150082,LCA5L
Gene::79868,ALG13
Gene::56901,NDUFA4L2
Gene::5806,PTX3
Gene::221035,REEP3
Gene::5727,PTCH1
Gene::89941,RHOT2
Gene::3188,HNRNPH2
Gene::5533,PPP3CC
Gene::29097,CNIH4
Gene::29968,PSAT1
Gene::286075,ZNF707
Gene::47,ACLY
Gene::3375,IAPP
Gene::57007,ACKR3
Gene::283455,KSR2
Gene::51193,ZNF639
Gene::79895,ATP8B4
Gene::7849,PAX8
Gene::10664,CTCF
Gene::150372,NFAM1
Gene::8086,AAAS
Gene::10120,ACTR1B
Gene::90362,FAM110B
Gene::121275,OR10AD1
Gene::390191,OR5B12
Gene::54870,QRICH1
Gene::220323,OAF
Gene::1431,CS
Gene::4629,MYH11
Gene::10483,SEC23B
Gene::30011,SH3KBP1
Gene::5045,FURIN
Gene::1513,CTSK
Gene::80230,RUFY1
Gene::414236,C10orf55
Gene::79958,DENND1C
Gene::2395,FXN
Gene::4659,PPP1R12A
Gene::7004,TEAD4
Gene::55329,MNS1
Gene::81892,SLIRP
Gene::91893,FDXACB1
Gene::3021,H3-3B
Gene::1814,DRD3
Gene::5624,PROC
Gene::26051,PPP1R16B
Gene::23142,DCUN1D4
Gene::79050,NOC4L
Gene::5780,PTPN9
Gene::143098,MPP7
Gene::83593,RASSF5
Gene::154288,KHDC3L
Gene::64319,FBRS
Gene::2800,GOLGA1
Gene::283111,OR51V1
Gene::9738,CCP110
Gene::132430,PABPC4L
Gene::6092,ROBO2
Gene::387893,KMT5A
Gene::8074,FGF23
Gene::4241,MELTF
Gene::347240,KIF24
Gene::10147,SUGP2
Gene::6550,SLC9A3
Gene::4312,MMP1
Gene::175,AGA
Gene::64785,GINS3
Gene::51765,STK26
Gene::2523,FUT1
Gene::22828,SCAF8
Gene::728299,KRTAP19-8
Gene::84787,KMT5C
Gene::84129,ACAD11
Gene::26254,OPTC
Gene::91663,MYADM
Gene::3812,KIR3DL2
Gene::9253,NUMBL
Gene::140739,UBE2F
Gene::6866,TAC3
Gene::151126,ZNF385B
Gene::6838,SURF6
Gene::1743,DLST
Gene::2249,FGF4
Gene::399687,MYO18A
Gene::377841,ENTPD8
Gene::3106,HLA-B
Gene::91614,DEPDC7
Gene::1325,CORT
Gene::3621,ING1
Gene::8436,CAVIN2
Gene::6660,SOX5
Gene::2799,GNS
Gene::2175,FANCA
Gene::930,CD19
Gene::64770,CCDC14
Gene::88745,RRP36
Gene::553,AVPR1B
Gene::58485,TRAPPC1
Gene::91433,RCCD1
Gene::5745,PTH1R
Gene::7295,TXN
Gene::4814,NINJ1
Gene::25796,PGLS
Gene::57658,CALCOCO1
Gene::81034,SLC25A32
Gene::196472,GARIN6
Gene::80853,KDM7A
Gene::538,ATP7A
Gene::79176,FBXL15
Gene::9141,PDCD5
Gene::26502,NARF
Gene::84343,HPS3
Gene::4609,MYC
Gene::11152,WDR45
Gene::9208,LRRFIP1
Gene::2170,FABP3
Gene::9734,HDAC9
Gene::1825,DSC3
Gene::28450,IGHV3-11
Gene::27330,RPS6KA6
Gene::8883,NAE1
Gene::6570,SLC18A1
Gene::11117,EMILIN1
Gene::79923,NANOG
Gene::127066,OR14C36
Gene::3096,HIVEP1
Gene::5606,MAP2K3
Gene::10362,HMG20B
Gene::1823,DSC1
Gene::146330,FBXL16
Gene::26762,HAVCR1
Gene::653145,ANXA8
Gene::4867,NPHP1
Gene::6569,SLC34A1
Gene::284521,OR2L13
Gene::145864,HAPLN3
Gene::64146,PDF
Gene::10396,ATP8A1
Gene::5995,RGR
Gene::153443,SRFBP1
Gene::79927,FAM110D
Gene::4670,HNRNPM
Gene::79153,GDPD3
Gene::55901,THSD1
Gene::57468,SLC12A5
Gene::57521,RPTOR
Gene::51398,WDR83OS
Gene::8085,KMT2D
Gene::6629,SNRPB2
Gene::558,AXL
Gene::23192,ATG4B
Gene::81579,PLA2G12A
Gene::56916,SMARCAD1
Gene::84522,JAGN1
Gene::54069,MIS18A
Gene::3163,HMOX2
Gene::10044,SH2D3C
Gene::64170,CARD9
Gene::83460,EMC6
Gene::28991,COMMD5
Gene::6001,RGS10
Gene::51304,ZDHHC3
Gene::441631,TSPAN11
Gene::344,APOC2
Gene::122953,JDP2
Gene::22883,CLSTN1
Gene::10450,PPIE
Gene::6785,ELOVL4
Gene::148066,ZNRF4
Gene::348180,CTU2
Gene::929,CD14
Gene::117245,PLAAT5
Gene::81788,NUAK2
Gene::93517,SDR42E1
Gene::53834,FGFRL1
Gene::80194,TMEM134
Gene::83900,KRTAP9-3
Gene::388551,CEACAM16
Gene::8803,SUCLA2
Gene::57536,KIAA1328
Gene::9914,ATP2C2
Gene::1389,CREBL2
Gene::3192,HNRNPU
Gene::5207,PFKFB1
Gene::5294,PIK3CG
Gene::84076,TKTL2
Gene::51330,TNFRSF12A
Gene::85459,CEP295
Gene::4720,NDUFS2
Gene::218,ALDH3A1
Gene::63897,HEATR6
Gene::23770,FKBP8
Gene::2700,GJA3
Gene::11170,FAM107A
Gene::2098,ESD
Gene::55810,FOXJ2
Gene::23365,ARHGEF12
Gene::10653,SPINT2
Gene::10152,ABI2
Gene::2332,FMR1
Gene::59283,CACNG8
Gene::9830,TRIM14
Gene::51433,ANAPC5
Gene::403274,OR5H15
Gene::2017,CTTN
Gene::80351,TNKS2
Gene::100287932,TIMM23
Gene::54919,DNAAF5
Gene::4245,MGAT1
Gene::1234,CCR5
Gene::8537,BCAS1
Gene::7133,TNFRSF1B
Gene::144195,SLC2A14
Gene::51573,GDE1
Gene::27338,UBE2S
Gene::26471,NUPR1
Gene::147837,ZNF563
Gene::23179,RGL1
Gene::27198,HCAR1
Gene::5778,PTPN7
Gene::120892,LRRK2
Gene::8624,PSMG1
Gene::51297,BPIFA1
Gene::847,CAT
Gene::864,RUNX3
Gene::90861,JPT2
Gene::55012,PPP2R3C
Gene::84197,POMK
Gene::140801,RPL10L
Gene::55852,TEX2
Gene::139135,PASD1
Gene::5688,PSMA7
Gene::2187,FANCB
Gene::26284,ERAL1
Gene::572,BAD
Gene::148252,DIRAS1
Gene::26534,OR10G2
Gene::25879,DCAF13
Gene::10342,TFG
Gene::56097,PCDHGC5
Gene::81790,RNF170
Gene::23139,MAST2
Gene::116844,LRG1
Gene::55109,AGGF1
Gene::10514,MYBBP1A
Gene::23271,CAMSAP2
Gene::4088,SMAD3
Gene::139341,FUNDC1
Gene::51760,SYT17
Gene::350,APOH
Gene::7059,THBS3
Gene::2617,GARS1
Gene::23426,GRIP1
Gene::7462,LAT2
Gene::22820,COPG1
Gene::334,APLP2
Gene::8611,PLPP1
Gene::29974,A1CF
Gene::55870,ASH1L
Gene::118812,MORN4
Gene::8677,STX10
Gene::114792,KLHL32
Gene::9364,RAB28
Gene::55300,PI4K2B
Gene::167227,DCP2
Gene::2195,FAT1
Gene::221264,AK9
Gene::161882,ZFPM1
Gene::57449,PLEKHG5
Gene::1854,DUT
Gene::9794,MAML1
Gene::26585,GREM1
Gene::219981,OR5A2
Gene::1978,EIF4EBP1
Gene::84631,SLITRK2
Gene::388695,LYSMD1
Gene::23504,RIMBP2
Gene::4076,CAPRIN1
Gene::22978,NT5C2
Gene::51375,SNX7
Gene::10785,WDR4
Gene::10771,ZMYND11
Gene::6781,STC1
Gene::9156,EXO1
Gene::56259,CTNNBL1
Gene::55861,DBNDD2
Gene::64841,GNPNAT1
Gene::390197,OR4D10
Gene::8338,H2AC20
Gene::131474,CHCHD4
Gene::54914,FOCAD
Gene::64857,PLEKHG2
Gene::821,CANX
Gene::2794,GNL1
Gene::27202,C5AR2
Gene::4660,PPP1R12B
Gene::55922,NKRF
Gene::1361,CPB2
Gene::5340,PLG
Gene::147183,KRT25
Gene::7718,ZNF165
Gene::6233,RPS27A
Gene::57037,ANKMY2
Gene::4799,NFX1
Gene::51430,SUCO
Gene::116983,ACAP3
Gene::2733,GLE1
Gene::11230,PRAF2
Gene::55052,MRPL20
Gene::79833,GEMIN6
Gene::29957,SLC25A24
Gene::11127,KIF3A
Gene::3060,HCRT
Gene::51264,MRPL27
Gene::8844,KSR1
Gene::8843,HCAR3
Gene::57448,BIRC6
Gene::51324,SPG21
Gene::1611,DAP
Gene::4794,NFKBIE
Gene::57019,CIAPIN1
Gene::29929,ALG6
Gene::10388,SYCP2
Gene::164668,APOBEC3H
Gene::390264,OR10G4
Gene::6618,SNAPC2
Gene::2021,ENDOG
Gene::9780,PIEZO1
Gene::7056,THBD
Gene::65083,NOL6
Gene::8654,PDE5A
Gene::55937,APOM
Gene::54763,ROPN1
Gene::5915,RARB
Gene::79149,ZSCAN5A
Gene::158158,RASEF
Gene::6416,MAP2K4
Gene::4154,MBNL1
Gene::5473,PPBP
Gene::93,ACVR2B
Gene::60678,EEFSEC
Gene::4540,ND5
Gene::151306,GPBAR1
Gene::64417,TMEM267
Gene::5261,PHKG2
Gene::5597,MAPK6
Gene::4637,MYL6
Gene::8218,CLTCL1
Gene::8706,B3GALNT1
Gene::28986,MAGEH1
Gene::90780,PYGO2
Gene::23632,CA14
Gene::56999,ADAMTS9
Gene::10535,RNASEH2A
Gene::4204,MECP2
Gene::55972,SLC25A40
Gene::4638,MYLK
Gene::83590,TMUB1
Gene::79810,PTCD2
Gene::100302090,DDX11L8
Gene::79939,SLC35E1
Gene::55028,MTNAP1
Gene::10551,AGR2
Gene::10411,RAPGEF3
Gene::403282,OR6C65
Gene::27125,AFF4
Gene::26280,IL1RAPL2
Gene::11224,RPL35
Gene::5025,P2RX4
Gene::253512,SLC25A30
Gene::4216,MAP3K4
Gene::136227,COL26A1
Gene::79861,TUBAL3
Gene::23064,SETX
Gene::7029,TFDP2
Gene::10011,SRA1
Gene::114625,ERMAP
Gene::10670,RRAGA
Gene::4735,SEPTIN2
Gene::6045,RNF2
Gene::55959,SULF2
Gene::6173,RPL36A
Gene::57705,WDFY4
Gene::10540,DCTN2
Gene::8651,SOCS1
Gene::7726,TRIM26
Gene::407026,MIR29C
Gene::9361,LONP1
Gene::1627,DBN1
Gene::3568,IL5RA
Gene::440567,UQCRHL
Gene::3852,KRT5
Gene::830,CAPZA2
Gene::5906,RAP1A
Gene::3217,HOXB7
Gene::25999,CLIP3
Gene::59345,GNB4
Gene::64714,PDIA2
Gene::57171,DOLPP1
Gene::1937,EEF1G
Gene::477,ATP1A2
Gene::57761,TRIB3
Gene::92259,KGD4
Gene::6890,TAP1
Gene::1068,CETN1
Gene::339287,MSL1
Gene::54478,PIMREG
Gene::1295,COL8A1
Gene::1780,DYNC1I1
Gene::83899,KRTAP9-2
Gene::54726,OTUD4
Gene::10580,SORBS1
Gene::51635,DHRS7
Gene::3101,HK3
Gene::3972,LHB
Gene::1047,CLGN
Gene::8576,STK16
Gene::894,CCND2
Gene::10346,TRIM22
Gene::2521,FUS
Gene::8778,SIGLEC5
Gene::5980,REV3L
Gene::10128,LRPPRC
Gene::7079,TIMP4
Gene::9969,MED13
Gene::58511,DNASE2B
Gene::112609,MRAP2
Gene::100532731,COMMD3-BMI1
Gene::26135,SERBP1
Gene::64098,PARVG
Gene::3029,HAGH
Gene::79345,OR51B2
Gene::4536,ND2
Gene::51256,TBC1D7
Gene::11176,BAZ2A
Gene::5429,POLH
Gene::7991,TUSC3
Gene::92312,MEX3A
Gene::1154,CISH
Gene::8974,P4HA2
Gene::79369,B3GNT4
Gene::2271,FH
Gene::81566,CSRNP2
Gene::51684,SUFU
Gene::90,ACVR1
Gene::285362,SUMF1
Gene::143684,FAM76B
Gene::256144,OR4C3
Gene::4143,MAT1A
Gene::55213,RCBTB1
Gene::7033,TFF3
Gene::9542,NRG2
Gene::3758,KCNJ1
Gene::129049,SGSM1
Gene::6741,SSB
Gene::7024,TFCP2
Gene::23272,TASOR
Gene::8362,H4C12
Gene::9924,PAN2
Gene::131,ADH7
Gene::7168,TPM1
Gene::85509,MBD3L1
Gene::79659,DYNC2H1
Gene::5328,PLAU
Gene::1729,DIAPH1
Gene::57159,TRIM54
Gene::25915,NDUFAF3
Gene::9501,RPH3AL
Gene::282808,RAB40AL
Gene::140606,SELENOM
Gene::9262,STK17B
Gene::3385,ICAM3
Gene::23262,PPIP5K2
Gene::10585,POMT1
Gene::25839,COG4
Gene::7533,YWHAH
Gene::54998,AURKAIP1
Gene::51280,GOLM1
Gene::5743,PTGS2
Gene::83695,RHNO1
Gene::51225,ABI3
Gene::7508,XPC
Gene::345651,ACTBL2
Gene::27344,PCSK1N
Gene::57109,REXO4
Gene::6635,SNRPE
Gene::285672,SREK1IP1
Gene::170394,PWWP2B
Gene::6136,RPL12
Gene::7753,ZNF202
Gene::8542,APOL1
Gene::6137,RPL13
Gene::56342,PPAN
Gene::6943,TCF21
Gene::55179,FAIM
Gene::10493,VAT1
Gene::100533181,FXYD6-FXYD2
Gene::56667,MUC13
Gene::11261,CHP1
Gene::2052,EPHX1
Gene::30814,PLA2G2E
Gene::598,BCL2L1
Gene::57017,COQ9
Gene::220074,LRTOMT
Gene::9904,RBM19
Gene::9788,MTSS1
Gene::4234,METTL1
Gene::200728,TMEM17
Gene::253461,ZBTB38
Gene::10042,HMGXB4
Gene::92799,SHKBP1
Gene::8417,STX7
Gene::57467,HHATL
Gene::284,ANGPT1
Gene::54851,ANKRD49
Gene::915,CD3D
Gene::23048,FNBP1
Gene::221960,CCZ1B
Gene::7745,ZKSCAN8
Gene::1675,CFD
Gene::80755,AARSD1
Gene::8189,SYMPK
Gene::1912,PHC2
Gene::64215,DNAJC1
Gene::63940,GPSM3
Gene::64175,P3H1
Gene::134548,SOWAHA
Gene::5869,RAB5B
Gene::6389,SDHA
Gene::7098,TLR3
Gene::3588,IL10RB
Gene::6597,SMARCA4
Gene::115106,HAUS1
Gene::1508,CTSB
Gene::7006,TEC
Gene::387129,NPSR1
Gene::133022,TRAM1L1
Gene::7356,SCGB1A1
Gene::23481,PES1
Gene::7323,UBE2D3
Gene::5027,P2RX7
Gene::6362,CCL18
Gene::80709,AKNA
Gene::51202,DDX47
Gene::8266,UBL4A
Gene::5296,PIK3R2
Gene::327,APEH
Gene::10768,AHCYL1
Gene::84219,WDR24
Gene::1736,DKC1
Gene::4664,NAB1
Gene::1495,CTNNA1
Gene::168667,BMPER
Gene::6538,SLC6A11
Gene::140890,SREK1
Gene::6876,TAGLN
Gene::93587,TRMT10A
Gene::684,BST2
Gene::54862,CC2D1A
Gene::3183,HNRNPC
Gene::55690,PACS1
Gene::132320,SCLT1
Gene::5648,MASP1
Gene::64708,COPS7B
Gene::51310,SLC22A17
Gene::64426,SUDS3
Gene::4586,MUC5AC
Gene::123169,LEO1
Gene::1672,DEFB1
Gene::9341,VAMP3
Gene::22985,ACIN1
Gene::4212,MEIS2
Gene::219874,OR6T1
Gene::23161,SNX13
Gene::390649,OR4F15
Gene::29108,PYCARD
Gene::468,ATF4
Gene::8574,AKR7A2
Gene::261734,NPHP4
Gene::84443,FRMPD3
Gene::9797,TATDN2
Gene::23473,CAPN7
Gene::4137,MAPT
Gene::2892,GRIA3
Gene::169981,SPIN3
Gene::1994,ELAVL1
Gene::5331,PLCB3
Gene::3598,IL13RA2
Gene::9759,HDAC4
Gene::127385,OR10J5
Gene::889,KRIT1
Gene::286887,KRT6C
Gene::55907,CMAS
Gene::5053,PAH
Gene::178,AGL
Gene::1282,COL4A1
Gene::55101,DMAC2
Gene::4595,MUTYH
Gene::25946,ZNF385A
Gene::54623,PAF1
Gene::51181,DCXR
Gene::7223,TRPC4
Gene::3640,INSL3
Gene::8363,H4C11
Gene::386682,KRTAP10-3
Gene::259295,TAS2R20
Gene::29889,GNL2
Gene::255738,PCSK9
Gene::5154,PDGFA
Gene::2730,GCLM
Gene::57176,VARS2
Gene::11250,GPR45
Gene::80010,RMI1
Gene::22911,WDR47
Gene::4332,MNDA
Gene::1747,DLX3
Gene::65005,MRPL9
Gene::80832,APOL4
Gene::220,ALDH1A3
Gene::3673,ITGA2
Gene::7780,SLC30A2
Gene::4958,OMD
Gene::3131,HLF
Gene::6051,RNPEP
Gene::5539,PPY
Gene::60490,PPCDC
Gene::2907,GRINA
Gene::81887,LAS1L
Gene::5713,PSMD7
Gene::4680,CEACAM6
Gene::4099,MAG
Gene::51504,TRMT112
Gene::10564,ARFGEF2
Gene::1462,VCAN
Gene::1376,CPT2
Gene::4854,NOTCH3
Gene::65983,GRAMD2B
Gene::254531,LPCAT4
Gene::5723,PSPH
Gene::10289,EIF1B
Gene::4350,MPG
Gene::9886,RHOBTB1
Gene::7103,TSPAN8
Gene::84466,MEGF10
Gene::100506658,OCLN
Gene::284058,KANSL1
Gene::3885,KRT34
Gene::64718,UNKL
Gene::84259,DCUN1D5
Gene::80148,SLC66A2
Gene::1762,DMWD
Gene::8898,MTMR2
Gene::529,ATP6V1E1
Gene::53369,HDL3
Gene::11196,SEC23IP
Gene::5019,OXCT1
Gene::56967,C14orf132
Gene::55293,UEVLD
Gene::10613,ERLIN1
Gene::60487,TRMT11
Gene::2058,EPRS1
Gene::898,CCNE1
Gene::283092,OR4C13
Gene::64968,MRPS6
Gene::116442,RAB39B
Gene::8735,MYH13
Gene::79541,OR2A4
Gene::63929,XPNPEP3
Gene::6829,SUPT5H
Gene::338662,OR8D4
Gene::148398,SAMD11
Gene::51614,ERGIC3
Gene::8314,BAP1
Gene::81833,SPACA1
Gene::27042,UTP25
Gene::84779,NAA11
Gene::80153,EDC3
Gene::51808,PHAX
Gene::147007,TMEM199
Gene::23208,SYT11
Gene::79778,MICALL2
Gene::54805,CNNM2
Gene::6199,RPS6KB2
Gene::135398,C6orf141
Gene::9348,NDST3
Gene::431707,LHX8
Gene::26493,OR8B8
Gene::3017,H2BC5
Gene::4292,MLH1
Gene::57804,POLD4
Gene::1588,CYP19A1
Gene::84206,MEX3B
Gene::55738,ARFGAP1
Gene::493829,TRIM72
Gene::129531,MITD1
Gene::9821,RB1CC1
Gene::8424,BBOX1
Gene::51804,SIX4
Gene::2645,GCK
Gene::441161,OOEP
Gene::27178,IL37
Gene::147945,NLRP4
Gene::259290,TAS2R31
Gene::201292,TRIM65
Gene::57509,MTUS1
Gene::60496,AASDHPPT
Gene::392391,OR5C1
Gene::23513,SCRIB
Gene::23133,PHF8
Gene::91949,COG7
Gene::9287,TAAR2
Gene::15,AANAT
Gene::6347,CCL2
Gene::56849,TCEAL7
Gene::10527,IPO7
Gene::5436,POLR2G
Gene::5921,RASA1
Gene::51360,MBTPS2
Gene::81576,YJU2B
Gene::56956,LHX9
Gene::51259,TMEM216
Gene::10126,DNAL4
Gene::10783,NEK6
Gene::60506,NYX
Gene::23229,ARHGEF9
Gene::60625,DHX35
Gene::1029,CDKN2A
Gene::90411,MCFD2
Gene::8349,H2BC21
Gene::8170,SLC14A2
Gene::7043,TGFB3
Gene::5590,PRKCZ
Gene::50487,PLA2G3
Gene::5757,PTMA
Gene::1406,CRX
Gene::285282,RABL3
Gene::339834,IHO1
Gene::79901,CYBRD1
Gene::8404,SPARCL1
Gene::57718,PPP4R4
Gene::9919,SEC16A
Gene::64859,NABP1
Gene::54836,BSPRY
Gene::23184,MESD
Gene::27074,LAMP3
Gene::9213,XPR1
Gene::7474,WNT5A
Gene::11079,RER1
Gene::10842,PPP1R17
Gene::124935,SLC43A2
Gene::7979,SEM1
Gene::80127,BBOF1
Gene::646498,CIMIP7
Gene::64067,NPAS3
Gene::276,AMY1A
Gene::51499,TRIAP1
Gene::55168,MRPS18A
Gene::361,AQP4
Gene::3757,KCNH2
Gene::80312,TET1
Gene::55486,PARL
Gene::4902,NRTN
Gene::9454,HOMER3
Gene::1811,SLC26A3
Gene::80776,B9D2
Gene::3934,LCN2
Gene::4084,MXD1
Gene::54965,PIGX
Gene::10229,COQ7
Gene::132884,EVC2
Gene::26001,RNF167
Gene::30832,ZNF354C
Gene::51293,CD320
Gene::55174,INTS10
Gene::57570,TRMT5
Gene::160760,PPTC7
Gene::5596,MAPK4
Gene::2303,FOXC2
Gene::83608,C18orf21
Gene::1382,CRABP2
Gene::10799,RPP40
Gene::3014,H2AX
Gene::779,CACNA1S
Gene::3600,IL15
Gene::23242,COBL
Gene::119678,OR52E2
Gene::7291,TWIST1
Gene::2034,EPAS1
Gene::115426,UHRF2
Gene::23409,SIRT4
Gene::10265,IRX5
Gene::54785,BORCS6
Gene::6546,SLC8A1
Gene::606495,CYB5RL
Gene::221472,FGD2
Gene::64755,RUSF1
Gene::9325,TRIP4
Gene::55070,DET1
Gene::4159,MC3R
Gene::83475,DOHH
Gene::84514,GHDC
Gene::286077,FAM83H
Gene::27031,NPHP3
Gene::10368,CACNG3
Gene::5476,CTSA
Gene::644186,SYCE3
Gene::92482,BBIP1
Gene::339416,ANKRD45
Gene::84079,ANKRD27
Gene::374969,SVBP
Gene::144165,PRICKLE1
Gene::89766,UMODL1
Gene::51409,HEMK1
Gene::84875,PARP10
Gene::57677,ZFP14
Gene::259285,TAS2R39
Gene::158067,AK8
Gene::84078,KBTBD7
Gene::390162,OR5M9
Gene::920,CD4
Gene::405,ARNT
Gene::403,ARL3
Gene::5903,RANBP2
Gene::25885,POLR1A
Gene::221496,LEMD2
Gene::11244,ZHX1
Gene::3290,HSD11B1
Gene::440689,H2BC18
Gene::133690,CAPSL
Gene::126308,MOB3A
Gene::10637,LEFTY1
Gene::158880,USP51
Gene::7465,WEE1
Gene::6191,RPS4X
Gene::55521,TRIM36
Gene::9892,SNAP91
Gene::90594,ZNF439
Gene::308,ANXA5
Gene::445328,ARHGEF35
Gene::9669,EIF5B
Gene::84895,MIGA2
Gene::90381,TICRR
Gene::27183,VPS4A
Gene::6263,RYR3
Gene::5693,PSMB5
Gene::5631,PRPS1
Gene::5092,PCBD1
Gene::84896,ATAD1
Gene::84627,ZNF469
Gene::4624,MYH6
Gene::4217,MAP3K5
Gene::604,BCL6
Gene::331,XIAP
Gene::91975,ZNF300
Gene::728929,ELOA3BP
Gene::6701,SPRR2B
Gene::10087,CERT1
Gene::10673,TNFSF13B
Gene::25780,RASGRP3
Gene::5158,PDE6B
Gene::54715,RBFOX1
Gene::51191,HERC5
Gene::1051,CEBPB
Gene::5527,PPP2R5C
Gene::79172,CENPO
Gene::401258,RAB44
Gene::643641,ZNF862
Gene::256764,WDR72
Gene::6726,SRP9
Gene::28981,IFT81
Gene::1432,MAPK14
Gene::84034,EMILIN2
Gene::10319,LAMC3
Gene::51548,SIRT6
Gene::256076,COL6A5
Gene::23019,CNOT1
Gene::203069,R3HCC1
Gene::10206,TRIM13
Gene::23279,NUP160
Gene::115330,GPR146
Gene::3579,CXCR2
Gene::389090,OR6B2
Gene::55125,CEP192
Gene::5860,QDPR
Gene::1979,EIF4EBP2
Gene::22801,ITGA11
Gene::670,BPHL
Gene::152206,CCDC13
Gene::339231,ARL16
Gene::1800,DPEP1
Gene::3030,HADHA
Gene::9861,PSMD6
Gene::2920,CXCL2
Gene::8076,MFAP5
Gene::121441,NEDD1
Gene::2896,GRN
Gene::50485,SMARCAL1
Gene::5704,PSMC4
Gene::51503,CWC15
Gene::113146,AHNAK2
Gene::306,ANXA3
Gene::5029,P2RY2
Gene::140735,DYNLL2
Gene::65220,NADK
Gene::11331,PHB2
Gene::129807,NEU4
Gene::55654,TMEM127
Gene::125962,OR7G1
Gene::8532,CPZ
Gene::6400,SEL1L
Gene::8270,LAGE3
Gene::168374,ZNF92
Gene::54461,FBXW5
Gene::57396,CLK4
Gene::7157,TP53
Gene::7124,TNF
Gene::5692,PSMB4
Gene::8661,EIF3A
Gene::6299,SALL1
Gene::80007,C10orf88
Gene::80790,CMIP
Gene::64410,KLHL25
Gene::286362,OR13C9
Gene::79068,FTO
Gene::51208,CLDN18
Gene::2864,FFAR1
Gene::4126,MANBA
Gene::89953,KLC4
Gene::124401,ANKS3
Gene::112399,EGLN3
Gene::1802,DPH2
Gene::26297,SERGEF
Gene::57522,SRGAP1
Gene::55294,FBXW7
Gene::8694,DGAT1
Gene::11338,U2AF2
Gene::83939,EIF2A
Gene::1642,DDB1
Gene::2566,GABRG2
Gene::347468,OR13H1
Gene::5711,PSMD5
Gene::2622,GAS8
Gene::8879,SGPL1
Gene::2962,GTF2F1
Gene::5993,RFX5
Gene::79830,ZMYM1
Gene::11164,NUDT5
Gene::57553,MICAL3
Gene::23493,HEY2
Gene::4152,MBD1
Gene::8027,STAM
Gene::2625,GATA3
Gene::633,BGN
Gene::8455,ATRN
Gene::11248,NXPH3
Gene::6366,CCL21
Gene::3396,MRPL58
Gene::79016,DDA1
Gene::79027,ZNF655
Gene::2137,EXTL3
Gene::57623,ZFAT
Gene::1749,DLX5
Gene::6772,STAT1
Gene::6530,SLC6A2
Gene::7697,ZNF138
Gene::22859,ADGRL1
Gene::5730,PTGDS
Gene::55272,IMP3
Gene::285231,FBXW12
Gene::7732,RNF112
Gene::10550,ARL6IP5
Gene::406987,MIR204
Gene::84690,SPATA22
Gene::2993,GYPA
Gene::149951,COMMD7
Gene::118924,FRA10AC1
Gene::9448,MAP4K4
Gene::54575,UGT1A10
Gene::3399,ID3
Gene::7873,MANF
Gene::2168,FABP1
Gene::345757,FAM174A
Gene::6457,SH3GL3
Gene::2931,GSK3A
Gene::79987,SVEP1
Gene::9275,BCL7B
Gene::10400,PEMT
Gene::58189,WFDC1
Gene::10772,SRSF10
Gene::203068,TUBB
Gene::5705,PSMC5
Gene::5034,P4HB
Gene::9517,SPTLC2
Gene::5985,RFC5
Gene::2582,GALE
Gene::1629,DBT
Gene::55367,PIDD1
Gene::23732,FRRS1L
Gene::119692,OR51S1
Gene::7366,UGT2B15
Gene::10718,NRG3
Gene::30837,SOCS7
Gene::7167,TPI1
Gene::390195,OR5AN1
Gene::83638,C11orf68
Gene::29102,DROSHA
Gene::50,ACO2
Gene::23163,GGA3
Gene::11187,PKP3
Gene::23598,PATZ1
Gene::3880,KRT19
Gene::54858,PGPEP1
Gene::112476,PRRT2
Gene::6898,TAT
Gene::196074,METTL15
Gene::64386,MMP25
Gene::51077,FCF1
Gene::79133,NDUFAF5
